Darijo Srna	Defender	Croatia	Shakhtar Donetsk
Vedran Ćorluka	Defender	Croatia	Lokomotiv Moscow
Danijel Pranjić	Defender	Croatia	Panathinaikos
Dejan Lovren	Defender	Croatia	Southampton
Domagoj Vida	Defender	Croatia	Dynamo Kyiv
Gordon Schildenfeld	Defender	Croatia	Panathinaikos
Šime Vrsaljko	Defender	Croatia	Genoa
Igor Bubnjić	Defender	Croatia	Udinese
Niko Kranjčar	Midfielder	Croatia	Queens Park Rangers
Luka Modrić	Midfielder	Croatia	Real Madrid
Ivan Rakitić	Midfielder	Croatia	Sevilla
Ognjen Vukojević	Midfielder	Croatia	Dynamo Kyiv
Ivan Perišić	Midfielder	Croatia	VfL Wolfsburg
Milan Badelj	Midfielder	Croatia	Hamburger SV
Mateo Kovačić	Midfielder	Croatia	Internazionale
Sammir	Midfielder	Croatia	Getafe
Marcelo Brozović	Midfielder	Croatia	Dinamo Zagreb
Ivan Močinić	Midfielder	Croatia	Rijeka
Mario Pašalić	Midfielder	Croatia	Hajduk Split
Ivica Olić	Forward	Croatia	VfL Wolfsburg
Eduardo	Forward	Croatia	Shakhtar Donetsk
Mario Mandžukić	Forward	Croatia	Bayern Munich
Nikica Jelavić	Forward	Croatia	Hull City
Ante Rebić	Forward	Croatia	Fiorentina
Duje Čop	Forward	Croatia	Dinamo Zagreb
Rahman Ahmadi	Goal Keeper	Iran	Sepahan
Alireza Haghighi	Goal Keeper	Iran	Sporting Covilhã
Daniel Davari	Goal Keeper	Iran	Eintracht Braunschweig
Sosha Makani	Goal Keeper	Iran	Foolad
Alireza Beiranvand	Goal Keeper	Iran	Naft Tehran
Jalal Hosseini	Defender	Iran	Persepolis
Ehsan Hajsafi	Defender	Iran	Sepahan
Khosro Heydari	Defender	Iran	Esteghlal
Pejman Montazeri	Defender	Iran	Umm Salal
Hossein Mahini	Defender	Iran	Persepolis
Mehrdad Pouladi	Defender	Iran	Persepolis
Hashem Beikzadeh	Defender	Iran	Esteghlal
Amir Hossein Sadeghi	Defender	Iran	Esteghlal
Ahmad Alenemeh	Defender	Iran	Naft Tehran
Mohammad Reza Khanzadeh	Defender	Iran	Zob Ahan
Steven Beitashour	Defender	Iran	Vancouver Whitecaps
Javad Nekounam	Midfielder	Iran	Al-Kuwait
Andranik Teymourian	Midfielder	Iran	Esteghlal
Mohammad Reza Khalatbari	Midfielder	Iran	Ajman
Masoud Shojaei	Midfielder	Iran	Las Palmas
Ghasem Haddadifar	Midfielder	Iran	Zob Ahan
Ashkan Dejagah	Midfielder	Iran	Fulham
Reza Haghighi	Midfielder	Iran	Persepolis
Alireza Jahanbakhsh	Midfielder	Iran	NEC
Bakhtiar Rahmani	Midfielder	Iran	Foolad
Karim Ansarifard	Forward	Iran	Tractor Sazi
Reza Ghoochannejhad	Forward	Iran	Charlton Athletic
Reza Norouzi	Forward	Iran	Naft Tehran
Mehdi Sharifi	Forward	Iran	Sepahan
Sardar Azmoun	Forward	Iran	Rubin Kazan
Gianluigi Buffon	Goal Keeper	Italy	Juventus
Salvatore Sirigu	Goal Keeper	Italy	Paris Saint-Germain
Mattia Perin	Goal Keeper	Italy	Genoa
Giorgio Chiellini	Defender	Italy	Juventus
Andrea Barzagli	Defender	Italy	Juventus
Leonardo Bonucci	Defender	Italy	Juventus
Christian Maggio	Defender	Italy	Napoli
Andrea Ranocchia	Defender	Italy	Internazionale
Ignazio Abate	Defender	Italy	Milan
Mattia De Sciglio	Defender	Italy	Milan
Manuel Pasqual	Defender	Italy	Fiorentina
Gabriel Paletta	Defender	Italy	Parma
Matteo Darmian	Defender	Italy	Torino
Andrea Pirlo	Midfielder	Italy	Juventus
Daniele De Rossi	Midfielder	Italy	Roma
Riccardo Montolivo	Midfielder	Italy	Milan
Claudio Marchisio	Midfielder	Italy	Juventus
Alberto Aquilani	Midfielder	Italy	Fiorentina
Thiago Motta	Midfielder	Italy	Paris Saint-Germain
Antonio Candreva	Midfielder	Italy	Lazio
Marco Verratti	Midfielder	Italy	Paris Saint-Germain
Marco Parolo	Midfielder	Italy	Parma
Rômulo	Midfielder	Italy	Verona
Antonio Cassano	Forward	Italy	Parma
Mario Balotelli	Forward	Italy	Milan
Giuseppe Rossi	Forward	Italy	Fiorentina
Alessio Cerci	Forward	Italy	Torino
Mattia Destro	Forward	Italy	Roma
Lorenzo Insigne	Forward	Italy	Napoli
Ciro Immobile	Forward	Italy	Torino
Eiji Kawashima	Goal Keeper	Japan	Standard Liège
Shusaku Nishikawa	Goal Keeper	Japan	Urawa Red Diamonds
Shūichi Gonda	Goal Keeper	Japan	F.C. Tokyo
Atsuto Uchida	Defender	Japan	Schalke 04
Gōtoku Sakai	Defender	Japan	VfB Stuttgart
Yuto Nagatomo	Defender	Japan	Internazionale
Masato Morishige	Defender	Japan	F.C. Tokyo
Yasuyuki Konno	Defender	Japan	Gamba Osaka
Masahiko Inoha	Defender	Japan	Jubilo Iwata
Hiroki Sakai	Defender	Japan	Hannover 96
Maya Yoshida	Defender	Japan	Southampton
Keisuke Honda	Midfielder	Japan	Milan
Yasuhito Endō	Midfielder	Japan	Gamba Osaka
Hiroshi Kiyotake	Midfielder	Japan	1. FC Nürnberg
Shinji Kagawa	Midfielder	Japan	Manchester United
Toshihiro Aoyama	Midfielder	Japan	Sanfrecce Hiroshima
Hotaru Yamaguchi	Midfielder	Japan	Cerezo Osaka
Makoto Hasebe	Midfielder	Japan	1. FC Nürnberg
Shinji Okazaki	Forward	Japan	Mainz 05
Yoichiro Kakitani	Forward	Japan	Cerezo Osaka
Yoshito Ōkubo	Forward	Japan	Kawasaki Frontale
Yuya Osako	Forward	Japan	1860 München
Manabu Saitō	Forward	Japan	Yokohama F. Marinos
Jung Sung-Ryong	Goal Keeper	South Korea	Suwon Bluewings
Kim Seung-Gyu	Goal Keeper	South Korea	Ulsan Hyundai
Lee Bum-Young	Goal Keeper	South Korea	Busan I'Park
Kwak Tae-Hwi	Defender	South Korea	Al-Hilal
Hong Jeong-Ho	Defender	South Korea	FC Augsburg
Kim Young-Gwon	Defender	South Korea	Guangzhou Evergrande
Lee Yong	Defender	South Korea	Ulsan Hyundai
Kim Jin-Su	Defender	South Korea	Albirex Niigata
Kim Chang-Soo	Defender	South Korea	Kashiwa Reysol
Hwang Seok-Ho	Defender	South Korea	Sanfrecce Hiroshima
Yun Suk-Young	Defender	South Korea	Queens Park Rangers
Ki Sung-Yueng	Midfielder	South Korea	Sunderland
Lee Chung-Yong	Midfielder	South Korea	Bolton Wanderers
Koo Ja-Cheol (captain)	Midfielder	South Korea	Mainz 05
Kim Bo-Kyung	Midfielder	South Korea	Cardiff City
Ha Dae-Sung	Midfielder	South Korea	Beijing Guoan
Park Jong-Woo	Midfielder	South Korea	Guangzhou R&F
Han Kook-Young	Midfielder	South Korea	Kashiwa Reysol
Park Chu-Young	Forward	South Korea	Watford
Lee Keun-Ho	Forward	South Korea	Sangju Sangmu
Kim Shin-Wook	Forward	South Korea	Ulsan Hyundai
Ji Dong-Won	Forward	South Korea	FC Augsburg
Son Heung-Min	Forward	South Korea	Bayer Leverkusen
Guillermo Ochoa	Goal Keeper	Mexico	Ajaccio
José de Jesús Corona	Goal Keeper	Mexico	Cruz Azul
Alfredo Talavera	Goal Keeper	Mexico	Toluca
Carlos Salcido	Defender	Mexico	UANL
Rafael Márquez	Defender	Mexico	León
Andrés Guardado	Defender	Mexico	Bayer Leverkusen
Francisco Javier Rodríguez	Defender	Mexico	América
Héctor Moreno	Defender	Mexico	Espanyol
Paul Aguilar	Defender	Mexico	América
Diego Reyes	Defender	Mexico	Porto
Miguel Layún	Defender	Mexico	América
Carlos Peña	Midfielder	Mexico	León
Marco Fabián	Midfielder	Mexico	Cruz Azul
Luis Montes	Midfielder	Mexico	León
Héctor Herrera	Midfielder	Mexico	Porto
Miguel Ángel Ponce	Midfielder	Mexico	Toluca
Isaác Brizuela	Midfielder	Mexico	Toluca
José Juan Vázquez	Midfielder	Mexico	León
Giovani dos Santos	Forward	Mexico	Villarreal
Javier Hernández	Forward	Mexico	Manchester United
Oribe Peralta	Forward	Mexico	Santos Laguna
Raúl Jiménez	Forward	Mexico	América
Alan Pulido	Forward	Mexico	UANL
Vincent Enyeama	Goal Keeper	Nigeria	Lille
Austin Ejide	Goal Keeper	Nigeria	Hapoel Be'er Sheva
Chigozie Agbim	Goal Keeper	Nigeria	Gombe United
Daniel Akpeyi	Goal Keeper	Nigeria	Warri Wolves
Joseph Yobo	Defender	Nigeria	Norwich City
Elderson	Defender	Nigeria	Monaco
Efe Ambrose	Defender	Nigeria	Celtic
Godfrey Oboabona	Defender	Nigeria	Çaykur Rizespor
Azubuike Egwuekwe	Defender	Nigeria	Warri Wolves
Kenneth Omeruo	Defender	Nigeria	Middlesbrough
Juwon Oshaniwa	Defender	Nigeria	Ashdod
Kunle Odunlami	Defender	Nigeria	Sunshine Stars
John Obi Mikel	Midfielder	Nigeria	Chelsea
Ahmed Musa	Midfielder	Nigeria	CSKA Moscow
Sunday Mba	Midfielder	Nigeria	CA Bastia
Ejike Uzoenyi	Midfielder	Nigeria	Enugu Rangers
Ogenyi Onazi	Midfielder	Nigeria	Lazio
Victor Moses	Midfielder	Nigeria	Liverpool
Nnamdi Oduamadi	Midfielder	Nigeria	Brescia
Joel Obi	Midfielder	Nigeria	Parma
Nosa Igiebor	Midfielder	Nigeria	Real Betis
Reuben Gabriel	Midfielder	Nigeria	Waasland-Beveren
Ramon Azeez	Midfielder	Nigeria	Almería
Peter Odemwingie	Forward	Nigeria	Stoke City
Victor Obinna	Forward	Nigeria	Chievo
Emmanuel Emenike	Forward	Nigeria	Fenerbahçe
Shola Ameobi	Forward	Nigeria	Newcastle United
Uche Nwofor	Forward	Nigeria	Heerenveen
Michel Babatunde	Forward	Nigeria	Volyn Lutsk
Michael Uchebo	Forward	Nigeria	Cercle Brugge
Michel Vorm	Goal Keeper	Netherlands	Swansea City
Jasper Cillessen	Goal Keeper	Netherlands	Ajax
Tim Krul	Goal Keeper	Netherlands	Newcastle United
Jeroen Zoet	Goal Keeper	Netherlands	PSV Eindhoven
Ron Vlaar	Defender	Netherlands	Aston Villa
Bruno Martins Indi	Defender	Netherlands	Feyenoord
Daryl Janmaat	Defender	Netherlands	Feyenoord
Stefan de Vrij	Defender	Netherlands	Feyenoord
Patrick van Aanholt	Defender	Netherlands	Vitesse Arnhem
Joël Veltman	Defender	Netherlands	Ajax
Paul Verhaegh	Defender	Netherlands	FC Augsburg
Terence Kongolo	Defender	Netherlands	Feyenoord
Karim Rekik	Defender	Netherlands	PSV Eindhoven
Rafael van der Vaart	Midfielder	Netherlands	Hamburger SV
Wesley Sneijder	Midfielder	Netherlands	Galatasaray
Arjen Robben	Midfielder	Netherlands	Bayern Munich
Nigel de Jong	Midfielder	Netherlands	Milan
Daley Blind	Midfielder	Netherlands	Ajax
Jonathan de Guzmán	Midfielder	Netherlands	Swansea City
Jordy Clasie	Midfielder	Netherlands	Feyenoord
Memphis Depay	Midfielder	Netherlands	PSV Eindhoven
Leroy Fer	Midfielder	Netherlands	Norwich City
Georginio Wijnaldum	Midfielder	Netherlands	PSV Eindhoven
Jean-Paul Boëtius	Midfielder	Netherlands	Feyenoord
Quincy Promes	Midfielder	Netherlands	Twente
Tonny Vilhena	Midfielder	Netherlands	Feyenoord
Dirk Kuyt	Forward	Netherlands	Fenerbahçe
Robin van Persie	Forward	Netherlands	Manchester United
Klaas-Jan Huntelaar	Forward	Netherlands	Schalke 04
Jeremain Lens	Forward	Netherlands	Dynamo Kyiv
Eduardo	Goal Keeper	Portugal	Braga
Rui Patrício	Goal Keeper	Portugal	Sporting CP
Beto	Goal Keeper	Portugal	Sevilla
Bruno Alves	Defender	Portugal	Fenerbahçe
Pepe	Defender	Portugal	Real Madrid
Fábio Coentrão	Defender	Portugal	Real Madrid
João Pereira	Defender	Portugal	Valencia
Ricardo Costa	Defender	Portugal	Valencia
Luís Neto	Defender	Portugal	Zenit Saint Petersburg
André Almeida	Defender	Portugal	Benfica
Raul Meireles	Midfielder	Portugal	Fenerbahçe
Nani	Midfielder	Portugal	Manchester United
João Moutinho	Midfielder	Portugal	Monaco
Miguel Veloso	Midfielder	Portugal	Dynamo Kyiv
Silvestre Varela	Midfielder	Portugal	Porto
Rúben Amorim	Midfielder	Portugal	Benfica
Vieirinha	Midfielder	Portugal	VfL Wolfsburg
William Carvalho	Midfielder	Portugal	Sporting CP
Rafa Silva	Midfielder	Portugal	Braga
Cristiano Ronaldo (captain)	Forward	Portugal	Real Madrid
Hélder Postiga	Forward	Portugal	Lazio
Hugo Almeida	Forward	Portugal	Beşiktaş
Éder	Forward	Portugal	Braga
Igor Akinfeev	Goal Keeper	Russia	CSKA Moscow
Yuri Lodygin	Goal Keeper	Russia	Zenit Saint Petersburg
Sergey Ryzhikov	Goal Keeper	Russia	Rubin Kazan
Sergei Ignashevich	Defender	Russia	CSKA Moscow
Vasili Berezutski	Defender	Russia	CSKA Moscow
Dmitri Kombarov	Defender	Russia	Spartak Moscow
Andrey Yeshchenko	Defender	Russia	Anzhi Makhachkala
Aleksei Kozlov	Defender	Russia	Dynamo Moscow
Vladimir Granat	Defender	Russia	Dynamo Moscow
Georgi Shchennikov	Defender	Russia	CSKA Moscow
Andrei Semyonov	Defender	Russia	Terek Grozny
Igor Denisov	Midfielder	Russia	Dynamo Moscow
Aleksei Ionov	Midfielder	Russia	Dynamo Moscow
Yuri Zhirkov	Midfielder	Russia	Dynamo Moscow
Roman Shirokov	Midfielder	Russia	Krasnodar
Alan Dzagoev	Midfielder	Russia	CSKA Moscow
Denis Glushakov	Midfielder	Russia	Spartak Moscow
Viktor Fayzulin	Midfielder	Russia	Zenit Saint Petersburg
Aleksandr Samedov	Midfielder	Russia	Lokomotiv Moscow
Oleg Shatov	Midfielder	Russia	Zenit Saint Petersburg
Pavel Mogilevets	Midfielder	Russia	Rubin Kazan
Aleksandr Kerzhakov	Forward	Russia	Zenit Saint Petersburg
Aleksandr Kokorin	Forward	Russia	Dynamo Moscow
Maksim Kanunnikov	Forward	Russia	Amkar Perm
Tim Howard	Goal Keeper	United States	Everton
Brad Guzan	Goal Keeper	United States	Aston Villa
Nick Rimando	Goal Keeper	United States	Real Salt Lake
DaMarcus Beasley	Defender	United States	Puebla
Geoff Cameron	Defender	United States	Stoke City
Fabian Johnson	Defender	United States	1899 Hoffenheim
Omar Gonzalez	Defender	United States	Los Angeles Galaxy
Matt Besler	Defender	United States	Sporting Kansas City
Timothy Chandler	Defender	United States	1. FC Nürnberg
John Brooks	Defender	United States	Hertha BSC
DeAndre Yedlin	Defender	United States	Seattle Sounders FC
Michael Bradley	Midfielder	United States	Toronto FC
Jermaine Jones	Midfielder	United States	Beşiktaş
Kyle Beckerman	Midfielder	United States	Real Salt Lake
Alejandro Bedoya	Midfielder	United States	Nantes
Graham Zusi	Midfielder	United States	Sporting Kansas City
Mikkel Diskerud	Midfielder	United States	Rosenborg
Brad Davis	Midfielder	United States	Houston Dynamo
Julian Green	Midfielder	United States	Bayern Munich
Clint Dempsey	Forward	United States	Seattle Sounders FC
Jozy Altidore	Forward	United States	Sunderland
Chris Wondolowski	Forward	United States	San Jose Earthquakes
Aron Jóhannsson	Forward	United States	AZ
Fernando Muslera	Goal Keeper	Uruguay	Galatasaray
Martín Silva	Goal Keeper	Uruguay	Vasco da Gama
Rodrigo Muñoz	Goal Keeper	Uruguay	Libertad
Diego Lugano	Defender	Uruguay	West Bromwich Albion
Maxi Pereira	Defender	Uruguay	Benfica
Diego Godín	Defender	Uruguay	Atlético Madrid
Martín Cáceres	Defender	Uruguay	Juventus
Jorge Fucile	Defender	Uruguay	Porto
Sebastián Coates	Defender	Uruguay	Nacional
José María Giménez	Defender	Uruguay	Atlético Madrid
Alejandro Silva	Defender	Uruguay	Lanús
Diego Pérez	Midfielder	Uruguay	Bologna
Cristian Rodríguez	Midfielder	Uruguay	Atlético Madrid
Walter Gargano	Midfielder	Uruguay	Parma
Álvaro Pereira	Midfielder	Uruguay	São Paulo
Sebastián Eguren	Midfielder	Uruguay	Palmeiras
Egidio Arévalo Ríos	Midfielder	Uruguay	Morelia
Álvaro González	Midfielder	Uruguay	Lazio
Gastón Ramírez	Midfielder	Uruguay	Southampton
Nicolás Lodeiro	Midfielder	Uruguay	Botafogo
Diego Forlán	Forward	Uruguay	Cerezo Osaka
Luis Suárez	Forward	Uruguay	Liverpool
Edinson Cavani	Forward	Uruguay	Paris Saint-Germain
Abel Hernández	Forward	Uruguay	Palermo
Christian Stuani	Forward	Uruguay	Espanyol
